id,title,date,category,url
318,Deputy Secretary Landau’s Meeting with Hungarian Deputy Foreign Minister Magyar,"April 24, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/deputy-secretary-landaus-meeting-with-hungarian-deputy-foreign-minister-magyar/
319,Deputy Secretary Landau’s Meeting with Japanese Abductee Delegation,"April 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/deputy-secretary-landaus-meeting-with-japanese-abductee-delegation/
320,Deputy Secretary Landau’s Meeting with Mexican Finance Minister Amador,"April 25, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/deputy-secretary-landaus-meeting-with-mexican-finance-minister-amador/
321,Secretary of State Marco Rubio With Kristen Welker of NBC Meet the Press,"April 27, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/interview-secretary-of-state-marco-rubio-with-kristen-welker-of-nbc-meet-the-press/
322,Kingdom of the Netherlands National Day,"April 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/kingdom-of-the-netherlands-national-day/
323,Mexico’s Water Deliveries and Steps to Meet 1944 Water Treaty Requirements,"April 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/mexicos-water-deliveries-and-steps-to-meet-1944-water-treaty-requirements/
324,New Sanctions Targeting Iran’s Ballistic Missile Program,"April 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/new-sanctions-targeting-irans-ballistic-missile-program/
325,Republic of the Marshall Islands National Day,"April 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/republic-of-the-marshall-islands-national-day/
326,Secretary of State Marco Rubio at Declaration of Principles Signing Ceremony,"April 25, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/secretary-of-state-marco-rubio-at-declaration-of-principles-signing-ceremony/
327,Secretary Rubio’s Call with Belizean Prime Minister Briceño,"April 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/secretary-rubios-call-with-belizean-prime-minister-briceno/
328,Secretary Rubio’s Call with Dutch Foreign Minister Caspar Veldkamp,"April 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/secretary-rubios-call-with-dutch-foreign-minister-caspar-veldkamp/
329,Secretary Rubio’s Call with Pakistani Prime Minister Sharif,"April 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/secretary-rubios-call-with-pakistani-prime-minister-sharif/
330,Secretary Rubio’s Call with Russian Foreign Minister Lavrov,"April 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/secretary-rubios-call-with-russian-foreign-minister-lavrov/
331,Secretary Rubio’s Call with UK Foreign Secretary Lammy,"April 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/secretary-rubios-call-with-uk-foreign-secretary-lammy/
332,Secretary Rubio’s Meeting with Bulgarian Foreign Minister Georgiev,"April 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/secretary-rubios-meeting-with-bulgarian-foreign-minister-georgiev/
333,Secretary Rubio’s Meeting with Iraqi Deputy Prime Minister and Foreign Minister Hussein,"April 25, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/secretary-rubios-meeting-with-iraqi-deputy-prime-minister-and-foreign-minister-hussein/
334,Senior Bureau Official Watzlavick’s Travel to New York,"April 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/senior-bureau-official-watzlavicks-travel-to-new-york/
335,Targeting Companies and Vessels Supporting the Houthis,"April 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/targeting-companies-and-vessels-supporting-the-houthis/
336,The United States Hosts Signing of Declaration of Principles Between the Government of the Democratic Republic of the Congo and the Government of Rwanda,"April 25, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/the-united-states-hosts-signing-of-declaration-of-principles-between-the-government-of-the-democratic-republic-of-the-congo-and-the-government-of-rwanda/
337,Togo Independence Day,"April 27, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/togo-independence-day/
338,Trinidad and Tobago’s Election,"April 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/trinidad-and-tobagos-election/
339,Welcoming Mexico’s Water Deliveries to the United States and Steps to Meet 1944 Water Treaty Requirements,"April 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/04/welcoming-mexicos-water-deliveries-to-the-united-states-and-steps-to-meet-1944-water-treaty-requirements/
340,30th Anniversary of the Panchen Lama’s Disappearance,"May 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/30th-anniversary-of-the-panchen-lamas-disappearance/
341,Ambassador Murray’s Travel to Japan and to the Republic of Korea for the Second APEC Senior Officials’ Meeting,"May 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/ambassador-murrays-travel-to-japan-and-to-the-republic-of-korea-for-the-second-apec-senior-officials-meeting/
342,Announcing a U.S.-Brokered Ceasefire between India and Pakistan,"May 10, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/announcing-a-u-s-brokered-ceasefire-between-india-and-pakistan/
343,Announcing Ambassador Wooster’s Role in Haiti,"May 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/announcing-ambassador-woosters-role-in-haiti/
344,Australian Federal Election,"May 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/australian-federal-election/
345,Azerbaijan National Day,"May 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/azerbaijan-national-day/
346,Cameroon National Day,"May 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/cameroon-national-day/
347,Convening of the U.S.-Japan-ROK Trilateral Coordinating Secretariat Managing Board,"May 19, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/convening-of-the-u-s-japan-rok-trilateral-coordinating-secretariat-managing-board/
348,Croatia Statehood Day,"May 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/croatia-statehood-day/
349,Deputy Secretary Landau and Senior Bureau Official Olowski to Deliver Remarks at Foreign Affairs Day Celebration,"May 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-landau-and-senior-bureau-official-olowski-to-deliver-remarks-at-foreign-affairs-day-celebration/
350,Deputy Secretary Landau’s Call with Chinese Executive Vice Foreign Minister Ma Zhaoxu,"May 22, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-landaus-call-with-chinese-executive-vice-foreign-minister-ma-zhaoxu/
351,Deputy Secretary Landau’s Meeting with Beninese Foreign Minister Bakari,"May 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-landaus-meeting-with-beninese-foreign-minister-bakari/
352,Deputy Secretary Landau’s Meeting with Indian Foreign Secretary Misri,"May 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-landaus-meeting-with-indian-foreign-secretary-misri/
353,Deputy Secretary Landau’s Meeting with Japanese Vice Foreign Minister Funakoshi,"May 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-landaus-meeting-with-japanese-vice-foreign-minister-funakoshi/
354,Deputy Secretary Landau’s Meeting with Liberian Foreign Minister Nyanti,"May 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-landaus-meeting-with-liberian-foreign-minister-nyanti/
355,Deputy Secretary Landau’s Meeting with Turkish Deputy Foreign Minister Yilmaz,"May 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-landaus-meeting-with-turkish-deputy-foreign-minister-yilmaz/
356,"Deputy Secretary Landau’s Travel to Dayton, Ohio","May 22, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-landaus-travel-to-dayton-ohio/
357,Deputy Secretary of State Christopher Landau and Deputy Secretary of Homeland Security Troy Edgar After Meeting with Newly Arrived Afrikaner Refugees,"May 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-of-state-christopher-landau-and-deputy-secretary-of-homeland-security-troy-edgar-after-meeting-with-newly-arrived-afrikaner-refugees/
358,Deputy Secretary of State Christopher Landau at the AFSA Memorial Ceremony,"May 2, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/deputy-secretary-of-state-christopher-landau-at-the-afsa-memorial-ceremony/
359,Eritrea National Day,"May 24, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/eritrea-national-day/
360,G7 Foreign Ministers’ Statement on India and Pakistan,"May 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/g7-foreign-ministers-statement-on-india-and-pakistan/
361,Georgia National Day,"May 26, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/georgia-national-day/
362,Imposing Measures on Sudan for its Use of Chemical Weapons,"May 22, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/imposing-measures-on-sudan-for-its-use-of-chemical-weapons/
363,Imposing Sanctions on China- and Iran-based Entities and Individuals that Support Iran’s Ballistic Missile Program,"May 14, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/imposing-sanctions-on-china-and-iran-based-entities-and-individuals-that-support-irans-ballistic-missile-program/
364,Imposition of New U.S. Sanctions Related to Iranian Nuclear-Related Research with Potential Military Applications,"May 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/imposition-of-new-u-s-sanctions-related-to-iranian-nuclear-related-research-with-potential-military-applications/
365,Joint Statement on the U.S.-Türkiye Syria Working Group,"May 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/joint-statement-on-the-u-s-turkiye-syria-working-group/
366,Kiribati Accedes to the Biological Weapons Convention,"May 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/kiribati-accedes-to-the-biological-weapons-convention/
367,Message to the Cuban People on Independence Day,"May 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/message-to-the-cuban-people-on-independence-day/
368,New Findings on Iran Pursuant to the Iran Freedom and Counter-Proliferation Act,"May 21, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/new-findings-on-iran-pursuant-to-the-iran-freedom-and-counter-proliferation-act/
369,Next Steps on Building an America First State Department,"May 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/next-steps-on-building-an-america-first-state-department/
370,Norway Constitution Day,"May 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/norway-constitution-day/
371,On the Election of His Holiness Pope Leo XIV,"May 8, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/on-the-election-of-his-holiness-pope-leo-xiv/
372,Paraguay National Day,"May 14, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/paraguay-national-day/
373,Providing Sanctions Relief for the Syrian People,"May 23, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/providing-sanctions-relief-for-the-syrian-people/
374,Quad Concludes Simulation Exercise to Advance Indo-Pacific Logistics Network,"May 7, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/quad-concludes-simulation-exercise-to-advance-indo-pacific-logistics-network/
375,Rewards for Justice – Reward Offer for Information on Hizballah Financial Networks in the Tri-Border Area,"May 19, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/rewards-for-justice-reward-offer-for-information-on-hizballah-financial-networks-in-the-tri-border-area/
376,Samoa National Day,"May 31, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/samoa-national-day/
377,Secretary of State Marco Rubio at the Congressional Hispanic Leadership Institute Gala,"May 7, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-of-state-marco-rubio-at-the-congressional-hispanic-leadership-institute-gala/
378,"Secretary of State Marco Rubio Before His Meeting with Archbishop of Bologna, President of Italian Bishops’ Conference, Papal Envoy for Ukraine Cardinal Matteo Zuppi","May 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-of-state-marco-rubio-before-his-meeting-with-archbishop-of-bologna-president-of-italian-bishops-conference-papal-envoy-for-ukraine-cardinal-matteo-zuppi/
379,"Secretary of State Marco Rubio Before the House Committee on Appropriations, Subcommittee on State, Foreign Operations, and Related Programs on the FY26 Department of State Budget Request","May 21, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-of-state-marco-rubio-before-the-house-committee-on-appropriations-subcommittee-on-state-foreign-operations-and-related-programs-on-the-fy26-department-of-state-budget-request/
380,Secretary of State Marco Rubio Before the Senate Committee on Appropriations on the FY26 Department of State Budget Request,"May 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-of-state-marco-rubio-before-the-senate-committee-on-appropriations-on-the-fy26-department-of-state-budget-request/
381,Secretary of State Marco Rubio with Margaret Brennan of CBS Face the Nation,"May 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-of-state-marco-rubio-with-margaret-brennan-of-cbs-face-the-nation/
382,Secretary of State Marco Rubio with Sean Hannity of Fox News,"May 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-of-state-marco-rubio-with-sean-hannity-of-fox-news-2/
383,Secretary of State Marco Rubio with Sean Hannity of Fox News,"May 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-of-state-marco-rubio-with-sean-hannity-of-fox-news/
384,Secretary Rubio’s Call with Finnish President Stubb,"May 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-finnish-president-stubb/
385,Secretary Rubio’s Call with Foreign Ministers,"May 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-foreign-ministers/
386,Secretary Rubio’s Call with German Chancellor Merz,"May 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-german-chancellor-merz/
387,Secretary Rubio’s Call with German Foreign Minister Wadephul,"May 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-german-foreign-minister-wadephul/
388,Secretary Rubio’s Call with Indian External Affairs Minister Jaishankar,"May 10, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-indian-external-affairs-minister-jaishankar/
389,Secretary Rubio’s Call with Iraqi Kurdistan Region President Barzani,"May 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-iraqi-kurdistan-region-president-barzani/
390,Secretary Rubio’s Call with Israeli Prime Minister Netanyahu,"May 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-israeli-prime-minister-netanyahu-2/
391,Secretary Rubio’s Call with Israeli Prime Minister Netanyahu,"May 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-israeli-prime-minister-netanyahu/
392,Secretary Rubio’s Call with Mexican Foreign Secretary de la Fuente,"May 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-mexican-foreign-secretary-de-la-fuente/
393,Secretary Rubio’s Call with Mongolian Foreign Minister Battsetseg,"May 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-mongolian-foreign-minister-battsetseg/
394,Secretary Rubio’s Call with Pakistani Deputy Prime Minister/Foreign Minister Dar,"May 10, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-pakistani-deputy-prime-minister-foreign-minister-dar/
395,Secretary Rubio’s Call with Pakistani Prime Minister Sharif,"May 8, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-pakistani-prime-minister-sharif-2/
396,Secretary Rubio’s Call with President Abinader of Dominican Republic,"May 2, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-president-abinader-of-dominican-republic/
397,Secretary Rubio’s Call with Republic of Korea Foreign Minister Cho,"May 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-republic-of-korea-foreign-minister-cho/
398,Secretary Rubio’s Call with Saudi Foreign Minister Prince Faisal bin Farhan Al Saud,"May 7, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-saudi-foreign-minister-prince-faisal-bin-farhan-al-saud/
399,Secretary Rubio’s Call with Turkish Foreign Minister Fidan,"May 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-turkish-foreign-minister-fidan/
400,Secretary Rubio’s Call with UK Foreign Secretary Lammy,"May 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-call-with-uk-foreign-secretary-lammy/
401,Secretary Rubio’s Meeting with Eastern Caribbean and Bahamas Heads of Government,"May 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-eastern-caribbean-and-bahamas-heads-of-government/
402,Secretary Rubio’s Meeting with French Foreign Minister Barrot,"May 1, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-french-foreign-minister-barrot/
403,Secretary Rubio’s Meeting with German Foreign Minister Wadephul,"May 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-german-foreign-minister-wadephul/
404,Secretary Rubio’s Meeting with Italian Foreign Minister Tajani,"May 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-italian-foreign-minister-tajani/
405,Secretary Rubio’s Meeting with Kenyan Prime Cabinet Secretary Mudavadi,"May 7, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-kenyan-prime-cabinet-secretary-mudavadi/
406,Secretary Rubio’s Meeting with King Abdullah II of Jordan,"May 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-king-abdullah-ii-of-jordan/
407,Secretary Rubio’s Meeting with North Macedonia Minister of Foreign Affairs and Foreign Trade Mucunski,"May 29, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-north-macedonia-minister-of-foreign-affairs/
408,Secretary Rubio’s Meeting with Spanish Foreign Minister Albares,"May 22, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-spanish-foreign-minister-albares/
409,Secretary Rubio’s Meeting with Syrian Foreign Minister al-Shaibani,"May 15, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-syrian-foreign-minister-al-shaibani/
410,Secretary Rubio’s Meeting with Türkiye and Ukraine,"May 16, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-turkiye-and-ukraine/
411,Secretary Rubio’s Meeting with Venezuelan Opposition Figures,"May 23, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meeting-with-venezuelan-opposition-figures/
412,"Secretary Rubio’s Meetings with Holy See Secretary of State Cardinal Pietro Parolin, Archbishop Paul Richard Gallagher, and Cardinal Matteo Zuppi","May 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-meetings-with-holy-see-secretary-of-state-cardinal-pietro-parolinarchbishop-paul-richard-gallagher-and-cardinal-matteo-zuppi/
413,Secretary Rubio’s Phone Call with Russia Foreign Minister Lavrov,"May 28, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-phone-call-with-russia-foreign-minister-lavrov-2/
414,Secretary Rubio’s Phone Call with Russia Foreign Minister Lavrov,"May 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-phone-call-with-russia-foreign-minister-lavrov/
415,"Secretary Rubio’s Travel to Saudi Arabia, Qatar, Türkiye, Italy, and the Holy See","May 11, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/secretary-rubios-travel-to-saudi-arabia-qatar-and-turkiye/
416,Singapore’s Election,"May 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/singapores-election/
417,Terrorist Designations of Viv Ansanm and Gran Grif,"May 2, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/terrorist-designations-of-viv-ansanm-and-gran-grif/
418,Third China-Based “Teapot” Refinery Designated for Violating Iran Sanctions,"May 8, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/third-china-based-teapot-refinery-designated-for-violating-iran-sanctions/
419,Timor-Leste National Day,"May 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/timor-leste-national-day/
420,U.S. Citizens Face Significant Risk of Wrongful Detention in Venezuela,"May 27, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/u-s-citizens-face-significant-risk-of-wrongful-detention-in-venezuela/
421,U.S. Findings on Iran Pursuant to the Iran Freedom and Counter-Proliferation Act (IFCA) of 2012,"May 21, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/u-s-findings-on-iran-pursuant-to-the-iran-freedom-and-counter-proliferation-act-ifca-of-2012/
422,U.S. Sanctions Related to Iranian Nuclear-Related Research with Potential Military Applications,"May 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/u-s-sanctions-related-to-iranian-nuclear-related-research-with-potential-military-applications/
423,"United States Hosts Brazil for the 9th Disarmament and Nonproliferation Dialogue in Washington, D.C.","May 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/united-states-hosts-brazil-for-the-9th-disarmament-and-nonproliferation-dialogue-in-washington-d-c/
424,Visa Restrictions on Travel Agencies Facilitating Illegal Immigration to the United States,"May 19, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/visa-restrictions-on-travel-agencies-facilitating-illegal-immigration-to-the-united-states/
425,Welcoming Afrikaner Refugees Fleeing Discrimination,"May 12, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/welcoming-afrikaner-refugees-fleeing-discrimination/
426,Yemen National Day,"May 22, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/yemen-national-day/
427,Announcement of Expanded Screening and Vetting for Visa Applicants,"June 18, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/announcement-of-expanded-screening-and-vetting-for-visa-applicants/
428,Democratic Republic of the Congo National Day,"June 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/democratic-republic-of-the-congo-national-day/
429,Denmark’s Constitution Day,"June 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/denmarks-constitution-day/
430,Deputy Secretary Landau’s Call with Hungarian Foreign Minister Szijjarto,"June 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-call-with-hungarian-foreign-minister-szijjarto/
431,Deputy Secretary Landau’s Meeting with an Indian Parliamentary Delegation,"June 6, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-meeting-with-an-indian-parliamentary-delegation/
432,Deputy Secretary Landau’s Meeting with Argentine Foreign Minister Werthein,"June 24, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-meeting-with-argentine-foreign-minister-werthein/
433,Deputy Secretary Landau’s Meeting with Paraguayan Foreign Minister Ramírez,"June 10, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-meeting-with-paraguayan-foreign-minister-ramirez/
434,Deputy Secretary Landau’s Meeting with Swiss State Secretary Fasel,"June 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-meeting-with-swiss-state-secretary-fasel/
435,"Deputy Secretary Landau’s Meeting with the United Arab Emirates, Saudi Arabia, and Egypt Ambassadors in Washington, DC","June 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-meeting-with-the-united-arab-emirates-saudi-arabia-and-egypt-ambassadors-in-washington-dc/
436,Deputy Secretary Landau’s Meeting with UAE Assistant Foreign Minister Nusseibeh,"June 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-meeting-with-uae-assistant-foreign-minister-nusseibeh/
437,Deputy Secretary Landau’s Meeting with Ukrainian Head of Presidential Office Yermak and First Deputy Prime Minister Svyrydenko,"June 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-meeting-with-ukrainian-head-of-presidential-office-yermak-and-first-deputy-prime-minister-svyrydenko/
438,"Deputy Secretary Landau’s Travel to Mexico, El Salvador, and Guatemala","June 9, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-travel-to-mexico-el-salvador-and-guatemala/
439,Deputy Secretary Landau’s Travel to the General Assembly of the Organization of American States,"June 24, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-landaus-travel-to-the-general-assembly-of-the-organization-of-american-states/
440,Deputy Secretary of State Christopher Landau at the Organization of American States General Assembly,"June 26, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/deputy-secretary-of-state-christopher-landau-at-the-organization-of-american-states-general-assembly/
441,Djiboutian National Day,"June 27, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/djiboutian-national-day/
442,Election of Republic of Korea President Lee Jae-myung,"June 3, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/election-of-republic-of-korea-president-lee-jae-myung/
443,Ending the Syria Sanctions Program for the Benefit of the Syrian People,"June 30, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/ending-the-syria-sanctions-program-for-the-benefit-of-the-syrian-people/
444,Iceland National Day,"June 17, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/iceland-national-day/
445,Imposing Sanctions in Response to the ICC’s Illegitimate Actions Targeting the United States and Israel,"June 5, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/imposing-sanctions-in-response-to-the-iccs-illegitimate-actions-targeting-the-united-states-and-israel/
446,Imposing Sanctions Targeting Entities Facilitating Procurement of Sensitive Machinery for Iran’s Defense Industry,"June 20, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/imposing-sanctions-targeting-entities-facilitating-procurement-of-sensitive-machinery-for-irans-defense-industry/
447,Italy National Day,"June 2, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/italy-national-day/
448,Joint Statement Condemning the Recent Attack on a United Nations Humanitarian Convoy in Sudan,"June 4, 2025",press_release,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/joint-statement-condemning-the-recent-attack-on-a-united-nations-humanitarian-convoy-in-sudan/
